cctrans,extent,extentMatchCount,mExtent,aExtent,temporalEx,temMatchCount,mTem,aTem,typesStrict,typeMatchCount,mTypes,aTypes,transStrict,transMatchCount,mTrans,aTrans,question,q
1,1.0,2,2,2,1.0,0,0,0,1.0,3,3,3,1.0,2,2,2,1,What areas are within two miles of urban landuse in Loudoun County in US
1,1.0,2,2,2,1.0,0,0,0,1.0,3,3,3,1.0,2,2,2,1,What areas are within one mile of main roads in Loudoun County in US
1,1.0,2,2,2,1.0,0,0,0,1.0,5,5,5,1.0,2,2,2,1,What areas are outside 20 minute driving time from the current main hospital in Loudoun County in US
1,1.0,1,1,1,1.0,0,0,0,1.0,5,5,5,1.0,2,2,2,1,What are the housing districts outside 15 minutes driving time from COVID testing sites in Connecticut
1,1.0,1,1,1,1.0,1,1,1,1.0,2,2,2,1.0,1,1,1,1,Where are the street crashes in Ottawa in 2018
1,1.0,1,1,1,1.0,1,1,1,1.0,3,3,3,1.0,2,2,2,1,Where is the cluster of street crashes in Ottawa in 2018
1,1.0,1,1,1,1.0,1,1,1,1.0,3,3,3,1.0,1,1,1,1,What is the number of street crashes for each ward in Ottawa in 2018
1,1.0,2,2,2,1.0,0,0,0,1.0,3,3,3,1.0,2,2,2,1,Where are sinks in the terrain in Stowe in Vermont
1,1.0,2,2,2,1.0,0,0,0,1.0,2,2,2,1.0,1,1,1,1,What is the area of the watershed upstream in Stowe in Vermont
1,1.0,2,2,2,1.0,0,0,0,1.0,2,2,2,1.0,1,1,1,1,"What is the flow velocity field in the watershed upstream in Stowe, Vermont"
1,1.0,1,1,1,1.0,0,0,0,1.0,3,3,3,1.0,1,1,1,1,What is the number of check ins for each hexagon grid in the San Francisco Bay Area
0,0.0,0,1,0,0.0,0,0,0,0.0,0,3,NA,0.0,0,2,NA,0,What is the spatial autocorrelation of the amount of checkins for each location in the San Francisco Bay area
1,0.0,0,1,0,1.0,0,0,0,0.0,0,4,1,0.0,0,2,0,0,What is the trend of the amount of check-ins for each grid cell in the San Francisco Bay area
1,1.0,3,3,3,1.0,0,0,0,0.0,0,1,NA,0.0,0,1,NA,0,"What is the mean annual PM2.5 concentration in Italy, Great Britain and Norway"
1,0.0,0,1,0,1.0,0,0,0,0.33,1,3,2,0.0,0,2,1,0,Where are the emerging hot spots of PM2.5 concentration on the globe
1,1.0,2,2,2,1.0,0,0,0,0.67,2,3,2,0.0,0,2,0,0,"What is the number of traffic accidents clustered together in Pasadena, California"
1,1.0,2,2,2,1.0,0,0,0,1.0,2,2,2,1.0,1,1,1,1,"What is the kernel density of traffic accidents in Pasadena, California"
1,1.0,2,2,2,1.0,0,0,0,1.0,3,3,3,1.0,2,2,2,1,Which school neighborhoods do have the largest number of traffic accidents in Pasadena in California
1,1.0,2,2,2,1.0,0,0,0,1.0,3,3,3,1.0,2,2,2,1,Where are the hot spots of traffic accidents in Pasadena in California
1,1.0,1,1,1,1.0,0,0,0,1.0,2,2,2,1.0,1,1,1,1,What areas have a wind speed of at least 5.6 meters per second in Colorado
1,1.0,1,1,1,1.0,0,0,0,1.0,4,4,4,1.0,3,3,3,1,What areas are within 10 miles of current transmission lines with a voltage greater than 400 in Colorado
1,1.0,1,1,1,1.0,0,0,0,1.0,4,4,4,1.0,1,1,1,1,What is the driving time from the windfarm company headquarters to the windfarm areas in Colorado
1,0.0,0,1,0,1.0,0,0,0,0.4,2,5,2,0.0,0,3,1,0,What is the difference between breast cancer mortality rates of black women and white women for each county in the US
1,1.0,1,1,1,1.0,0,0,0,1.0,4,4,4,0.0,0,1,3,0,What is the breast cancer mortality rate ratio between black women and white women for each county in the US
